Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
NYCHA,Twitter,http://twitter.com/NYCHA,2012-11-09,5253
MOME,Twitter,http://www.twitter.com/nyc_media,2012-11-09,9722
EDC,Twitter,http://twitter.com/nycedc,2012-11-09,10645
DOH,Twitter,http://twitter.com/nycHealthy,2012-11-09,11904
NYC Digital,Twitter,http://twitter.com/nycgov,2012-11-09,49680
311,Twitter,http://www.twitter.com/NYCASP,2012-11-09,13387
DOT,Twitter,http://twitter.com/NYC_DOT,2012-11-09,21262
FDNY,Twitter,http://www.twitter.com/FDNY,2012-11-09,56367
DOE,Twitter,http://twitter.com/NYCSchools,2012-11-09,31533
DPR,Twitter,http://twitter.com/NYCParks,2012-11-09,31950
NYPD,Twitter,http://twitter.com/NYPDnews,2012-11-09,47780
311,Twitter,http://www.twitter.com/311NYC,2012-11-09,38011
OEM,Twitter,http://twitter.com/NotifyNYC,2012-11-09,57013
NYC & Co,Twitter,http://twitter.com/nycgo,2012-11-09,68856
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-11-09,126661
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-11-09,1532
DHS,Twitter,www.twitter.com/nycdhs,2012-11-09,675
DOF,Twitter,https://twitter.com/nycfinance,2012-11-09,1245
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-11-09,797
DSNY,Twitter,www.twitter.com/nycrecycles,2012-11-09,302
FDNY,Twitter,https://twitter.com/joinFDNY,2012-11-09,2023
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-11-09,2432
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-11-09,94
NYC Digital,Twitter,https://twitter.com/nycgob,2012-11-09,1327
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-11-09,436
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-11-09,536
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-11-09,185
Prob,Twitter,www.twitter.com/nycprobation,2012-11-09,340
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-11-09,487
DRIS,Twitter,https://twitter.com/NYCRecords,2012-11-09,75
Young Mens Initiative,Twitter,http://www.twitter.com/nycyoungmen,2012-11-09,144
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-11-09,4647
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-11-09,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-11-09,7
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-11-09,14
DOITT,YouTube,http://www.youtube.com/doittnews,2012-11-09,37
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-11-09,26
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-11-09,44
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-11-09,53
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-11-09,62
DOE,YouTube,http://www.youtube.com/nycschools,2012-11-09,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-11-09,60
OEM,YouTube,http://www.youtube.com/nycoem,2012-11-09,98
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-11-09,101
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-11-09,163
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-11-09,256
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-11-09,311
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-11-09,381
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-11-09,1338
NYPD,YouTube,http://www.youtube.com/nypd,2012-11-09,3649
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-11-09,196
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-11-09,2097
Child Services,YouTube,http://www.youtube.com/user/childservices,2012-11-09,12
DCA,YouTube,http://www.youtube.com/nycdca,2012-11-09,32
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-11-09,0
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-11-09,245
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-11-09,19
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-11-09,4
Mayor's Fund,YouTube,http://www.youtube.com/mayorsfundnyc,2012-11-09,23
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-11-09,18
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-11-09,40
NYC Water,YouTube,http://www.youtube.com/nycwater,2012-11-09,31
Veteran's Affairs,YouTube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-11-09,4
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2012-11-09,89
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-11-09,1062
NYC Gov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,2012-11-09,16
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-11-02,18
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-11-02,200
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-11-02,332
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-11-02,257
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-11-02,362
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-11-02,418
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-11-02,339
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-11-02,357
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-11-02,315
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-11-02,490
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-11-02,321
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-11-02,424
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-11-02,459
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-11-02,319
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-11-02,368
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-11-02,580
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-11-02,455
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-11-02,591
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-11-02,551
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-11-02,512
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-11-02,293
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-11-02,566
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-11-02,311
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-11-02,715
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-11-02,1196
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-11-02,396
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-11-02,553
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-11-02,763
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-11-02,872
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-11-02,597
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-11-02,1611
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-11-02,1314
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-11-02,2148
Culture,Facebook,https://www.facebook.com/piypnyc,2012-11-02,1141
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-11-02,1484
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-11-02,1192
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-11-02,1135
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-11-02,3128
HHC,Facebook,http://www.facebook.com/nychhc,2012-11-02,1375
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-11-02,1282
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-11-02,1785
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-11-02,1921
DOE,Facebook,http://www.facebook.com/nycgrads,2012-11-02,1807
DEP,Facebook,http://www.facebook.com/nycwater,2012-11-02,3172
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-11-02,3680
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-11-02,4159
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-11-02,5975
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-11-02,4827
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-11-02,4028
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-11-02,5263
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-11-02,47522
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-11-02,7175
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-11-02,5860
NYCService,Facebook,http://www.facebook.com/nycservice,2012-11-02,14732
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-11-02,13886
DOH,Facebook,http://www.facebook.com/nycquits,2012-11-02,10033
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-11-02,8028
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-11-02,8381
DPR,Facebook,http://www.facebook.com/nycparks,2012-11-02,19496
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-11-02,19274
DOE,Facebook,http://www.facebook.com/NYCschools,2012-11-02,26103
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-11-02,19027
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-11-02,52962
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-11-02,112432
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-11-02,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-11-02,143
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-11-02,1488
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-11-02,659
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-11-02,1073
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-11-02,97
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-11-02,333
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-11-02,3497
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-11-02,162
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-11-02,2073
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-11-02,3579
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-11-02,45201
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-11-02,294
NYPD,Facebook,https://www.facebook.com/NYPD,2012-11-02,85583
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-11-02,78
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-11-02,138
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-11-02,97
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-11-02,119
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-11-02,397
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-11-02,87
DOH,Foursquare,https://foursquare.com/nychealthy,2012-11-02,370
DOT,Foursquare,http://foursquare.com/user/7474166,2012-11-02,4
DPR,Foursquare,https://foursquare.com/nycparks,2012-11-02,18672
EDC,Foursquare,https://foursquare.com/user/3045331,2012-11-02,19
FDNY,Foursquare,https://foursquare.com/fdny,2012-11-02,824
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-11-02,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-11-02,34683
NYC Gov,Foursquare,https://foursquare.com/nycgov,2012-11-02,11256
NYCHA,Foursquare,https://foursquare.com/nycha,2012-11-02,82
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-11-02,29448
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2012-11-02,36
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-11-02,12924
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-11-02,26581
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-11-02,28000
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-11-02,987
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-11-02,960
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-11-02,5877
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-11-02,2580
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-11-02,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-11-02,526
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-11-02,1882
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-11-02,21142
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-11-02,1082
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-11-02,3275
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-11-02,71
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-11-02,151
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-11-02,1438
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-11-02,27
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-11-02,71
NYC Gov,Pinterest,http://pinterest.com/nycgov,2012-11-02,68
DOH,Pinterest,http://pinterest.com/nychealth,2012-11-02,9
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-11-02,78
DRIS,Pinterest,http://pinterest.com/recordsnyc,2012-11-02,1
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-11-02,16829
DOH,Tumblr,http://nychealth.tumblr.com/,2012-11-02,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-11-02,28
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-11-02,10747
EDC,Tumblr,http://nycedc.tumblr.com/,2012-11-02,44766
NYC & Co,Tumblr,nycgo.tumblr.com,2012-11-02,1247
NYC Digital,Tumblr,madeinny.tumblr.com,2012-11-02,92
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-11-02,367
NYC Gov,Tumblr,nycgov.tumblr.com,2012-11-02,22166
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2012-11-02,5
FDNY,Tumblr,http://fdny.tumblr.com/,2012-11-02,259
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-11-02,52
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-11-02,682
City Store,Twitter,http://twitter.com/citystorenyc,2012-11-02,481
LPC,Twitter,https://twitter.com/NYCLPC,2012-11-02,772
DOE,Twitter,http://twitter.com/alumny,2012-11-02,193
OEM,Twitter,http://twitter.com/NYCOEM,2012-11-02,3837
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-11-02,384
LMEC,Twitter,http://twitter.com/nyclmew,2012-11-02,475
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-11-02,317
HRA,Twitter,http://twitter.com/nychra,2012-11-02,1001
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-11-02,2894
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-11-02,1030
DFTA,Twitter,http://twitter.com/NYCaging,2012-11-02,894
DOE,Twitter,http://twitter.com/TheFundforPS,2012-11-02,693
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-11-02,938
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-11-02,985
EDC,Twitter,http://twitter.com/AppSciNYC,2012-11-02,1596
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-11-02,1130
DOE,Twitter,http://twitter.com/nyctf,2012-11-02,1011
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-11-02,940
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-11-02,888
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-11-02,950
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-11-02,1945
MOME,Twitter,http://www.twitter.com/madeinny,2012-11-02,4096
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-11-02,2214
DOI,Twitter,http://twitter.com/DOINews,2012-11-02,2407
DCA,Twitter,http://twitter.com/nycdca,2012-11-02,2928
DOE,Twitter,http://twitter.com/iteachnyc,2012-11-02,1657
CAU,Twitter,www.twitter.com/mayorscau,2012-11-02,2507
HHC,Twitter,http://twitter.com/HHCnyc,2012-11-02,3580
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-11-02,2731
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-11-02,3386
DEP,Twitter,http://twitter.com/nycwater,2012-11-02,4626
DOITT,Twitter,http://twitter.com/nycdoitt,2012-11-02,4245
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-11-02,4569
DYCD,Twitter,http://twitter.com/nycyouth,2012-11-02,3941
NYCService,Twitter,http://twitter.com/nycservice,2012-11-02,5589
TLC,Twitter,http://twitter.com/NYCTaxi,2012-11-02,4461
DOB,Twitter,http://twitter.com/nyc_buildings,2012-11-02,5349
NYCHA,Twitter,http://twitter.com/NYCHA,2012-11-02,5110
MOME,Twitter,http://www.twitter.com/nyc_media,2012-11-02,9547
EDC,Twitter,http://twitter.com/nycedc,2012-11-02,10313
DOH,Twitter,http://twitter.com/nycHealthy,2012-11-02,11725
NYC Digital,Twitter,http://twitter.com/nycgov,2012-11-02,47504
311,Twitter,http://www.twitter.com/NYCASP,2012-11-02,12700
DOT,Twitter,http://twitter.com/NYC_DOT,2012-11-02,20385
FDNY,Twitter,http://www.twitter.com/FDNY,2012-11-02,54042
DOE,Twitter,http://twitter.com/NYCSchools,2012-11-02,30314
DPR,Twitter,http://twitter.com/NYCParks,2012-11-02,31170
NYPD,Twitter,http://twitter.com/NYPDnews,2012-11-02,46534
311,Twitter,http://www.twitter.com/311NYC,2012-11-02,36908
OEM,Twitter,http://twitter.com/NotifyNYC,2012-11-02,56008
NYC & Co,Twitter,http://twitter.com/nycgo,2012-11-02,68002
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-11-02,119620
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-11-02,1513
DHS,Twitter,www.twitter.com/nycdhs,2012-11-02,598
DOF,Twitter,https://twitter.com/nycfinance,2012-11-02,1190
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-11-02,764
DSNY,Twitter,www.twitter.com/nycrecycles,2012-11-02,300
FDNY,Twitter,https://twitter.com/joinFDNY,2012-11-02,1997
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-11-02,2414
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-11-02,94
NYC Digital,Twitter,https://twitter.com/nycgob,2012-11-02,1257
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-11-02,420
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-11-02,478
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-11-02,184
Prob,Twitter,www.twitter.com/nycprobation,2012-11-02,330
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-11-02,472
DRIS,Twitter,https://twitter.com/NYCRecords,2012-11-02,71
Young Mens Initiative,Twitter,http://www.twitter.com/nycyoungmen,2012-11-02,138
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-11-02,4647
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-11-02,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-11-02,7
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-11-02,14
DOITT,YouTube,http://www.youtube.com/doittnews,2012-11-02,37
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-11-02,26
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-11-02,44
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-11-02,53
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-11-02,62
DOE,YouTube,http://www.youtube.com/nycschools,2012-11-02,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-11-02,60
OEM,YouTube,http://www.youtube.com/nycoem,2012-11-02,98
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-11-02,101
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-11-02,163
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-11-02,256
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-11-02,311
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-11-02,381
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-11-02,1338
NYPD,YouTube,http://www.youtube.com/nypd,2012-11-02,3649
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-11-02,196
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-11-02,2097
Child Services,YouTube,http://www.youtube.com/user/childservices,2012-11-02,12
DCA,YouTube,http://www.youtube.com/nycdca,2012-11-02,32
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-11-02,0
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-11-02,245
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-11-02,19
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-11-02,4
Mayor's Fund,YouTube,http://www.youtube.com/mayorsfundnyc,2012-11-02,23
